0 0 0 1205851186 135661 2 0 6 0 0 0 0 0 0
0 0 0 1205851186 239665 2 0 6 -0.000577884 -0.00030428 0 6.28178 0 0
0 0 0 1205851186 347663 2 0 6 -0.000510078 0.000164355 0 0.00105061 0 0
0 0 0 1205851186 456469 2 0 6 -0.00101447 0.000598748 0 6.28231 0 0
0 0 0 1205851186 560468 2 0 6 -0.00134672 0.00118454 0 0.00119273 0 0
0 0 0 1205851186 668851 2 0 6 -0.00170923 0.00166708 0 6.28149 0 0
0 0 0 1205851186 776853 2 0 6 -0.00155367 0.000954559 0 0.00141646 0 0
0 0 0 1205851186 881111 2 0 6 -0.0010074 0.00159792 0 0.0021462 0 0
0 0 0 1205851186 989127 2 0 6 -0.00202326 0.000280711 0 0.0040128 0 0
0 0 0 1205851187 97243 2 0 6 -0.0025674 -0.0010997 0 0.00178786 0 0
0 0 0 1205851187 201247 2 0 6 -0.0035096 -0.000529711 0 0.00115576 0 0
0 0 0 1205851187 309336 2 0 6 -0.00474484 -0.000820493 0 6.27919 0 0
0 0 0 1205851187 417351 2 0 6 -0.0111998 -0.0015811 0 6.28216 0 0
0 0 0 1205851187 521433 2 0 6 -0.0196352 -0.00152137 0 6.28287 0 0
0 0 0 1205851187 629416 2 0 6 -0.032004 -0.00195233 0 6.28215 0 0
0 0 0 1205851187 737479 2 0 6 -0.0472576 -0.00403601 0 0.00282666 0 0
0 0 0 1205851187 841540 2 0 6 -0.0658384 -0.00397086 0 0.00293408 0 0
0 0 0 1205851187 949529 2 0 6 -0.0878192 -0.00527409 0 0.000996918 0 0
0 0 0 1205851188 57563 2 0 6 -0.112805 -0.00434983 0 6.27927 0 0
0 0 0 1205851188 162492 2 0 6 -0.14062 -0.00547545 0 0.00153092 0 0
0 0 0 1205851188 269586 2 0 6 -0.171293 -0.0060732 0 0.0023891 0 0
0 0 0 1205851188 377585 2 0 6 -0.20643 -0.00449078 0 0.00475877 0 0
0 0 0 1205851188 481608 2 0 6 -0.243095 -0.00484529 0 0.0147019 0 0
0 0 0 1205851188 589612 2 0 6 -0.27917 4.52607e-05 0 0.0288192 0 0
0 0 0 1205851188 697630 2 0 6 -0.313296 0.00204075 0 0.0406512 0 0
0 0 0 1205851188 805633 2 0 6 -0.347187 0.000218052 0 0.0403876 0 0
0 0 0 1205851188 909638 2 0 6 -0.384376 -0.00313168 0 0.0453609 0 0
0 0 0 1205851189 17640 2 0 6 -0.422703 -0.00808993 0 0.0489314 0 0
